% Model:              Dam breaking on a column.mph
% Version:            COMSOL 6.0.0.405
% Date:               Oct 13 2023, 01:23
% Table:              Probe Table 1 - 
% Time (s)                                        Pressure force on the column (N), Boundary Probe 1
0.4781809724988336                                26.609091580620362
0.47965882296052986                               26.602667786190793
0.4811375597486321                                26.59649342046504
0.4826165024526315                                26.59055865645961
0.4840970364353875                                26.584843250136032
0.48557847931817555                               26.57933291495534
0.4870608363285121                                26.573959944500267
0.48854411166053113                               26.568699517565307
0.4900283084964493                                26.563543463600634
0.4915134114392121                                26.55852069848129
0.4929994571383311                                26.553641073066718
0.49448642850351787                               26.548902861569637
0.4959743253087197                                26.544296949913488
0.49746314658809243                               26.53980952040668
0.4989528906734722                                26.53542364879427
0.5004435552347305                                26.531113623014413
0.5019348641864796                                26.526840722643254
0.5034273600958388                                26.522538339065107
0.5049207659491552                                26.518219056853066
0.5064150771581868                                26.51385581857205
0.507910288713175                                 26.509468388340498
0.5094063951717168                                26.505055283868916
0.5109033907057206                                26.500250223744537
0.5124007367178883                                26.495006236033458
0.5138994912868411                                26.48956455990924
0.5153991153941364                                26.48406130186181
0.5168996020429042                                26.478562882363573
0.5184009441002935                                26.473070899383174
0.519903134255976                                 26.467592552203282
0.5214061649679983                                26.46211687573132
0.5229092495801866                                26.456618615569674
0.5244139374924984                                26.451052123500556
0.5259194420878793                                26.445371823669475
0.5274257550478163                                26.439523128419246
0.5289328679065156                                26.433446842568355
0.530440772069823                                 26.427080272717664
0.531949230192885                                 26.420359084628707
0.5334586906372217                                26.41321378586192
0.5349689159982224                                26.405576299148393
0.5364798973234983                                26.397376348167565
0.5379916256027916                                26.388542792475874
0.5395040917788465                                26.379003946368876
0.5410172867577935                                26.368687886580975
0.5425307182328141                                26.35752646292417
0.544045343214099                                 26.345440794875262
0.5455606695976813                                26.33234424946424
0.5470766882428715                                26.318168657962687
0.5485933900165063                                26.302858648182685
0.5501107658050881                                26.2863548517985
0.5516287579730839                                26.268597030281384
0.5531474545893805                                26.249523261906997
0.5546667981330452                                26.229074275457005
0.5561867796777261                                26.20719182454866
0.5577073903599944                                26.183819642803098
0.5592286213877464                                26.15890372513726
0.5607504640490738                                26.132392522264844
0.5622726128368905                                26.10424272516102
0.563795652881005                                 26.074397072843496
0.5653192789975124                                26.04281732520469
0.5668434828877318                                26.009462660794053
0.5683682563802605                                25.974294795126035
0.5698935914401635                                25.93726303547357
0.571419480182282                                 25.898335406099694
0.572945407232812                                 25.85750707498373
0.5744723801450925                                25.81473007581178
0.5759998840838699                                25.769996785207432
0.5775279118784918                                25.723287354155378
0.5790564565676966                                25.674583606521697
0.5805855114111549                                25.62386918615611
0.582114877299511                                 25.57111289305411
0.583644933117273                                 25.516288781082338
0.5851754803302935                                25.45941348037478
0.5867065132191682                                25.400491739037612
0.5882380263717544                                25.339526418540878
0.5897700146957415                                25.27652041828418
0.5913024734296088                                25.21147777744504
0.5928350023349311                                25.1444219088583
0.5943683888747132                                25.075326211586738
0.5959022336628637                                25.004218227752574
0.5974365334045477                                24.931110967491303
0.5989712852111153                                24.856009616546803
0.6005064866165196                                24.778931688248736
0.6020419879876904                                24.699914576092876
0.603578082913704                                 24.61897191136576
0.6051146227280866                                24.53614063106635
0.606651606811229                                 24.451451555498323
0.6081890350395948                                24.364937278098502
0.6097269077970209                                24.276632343655304
0.6112652259863401                                24.18657330683159
0.6128036234160139                                24.094820843397322
0.6143428372037644                                24.001371589681284
0.615882502359342                                 23.90628960460658
0.6174226219731871                                23.809618968923772
0.6189631997077893                                23.711397044874715
0.6205042398003461                                23.6116457523751
0.6220455940504763                                23.510445407463287
0.6235875739049269                                23.407838144694253
0.6251300324000282                                23.30389171267521
0.6266729761837411                                23.198661554716725
0.6282164125200397                                23.092201902503913
0.6297603492872296                                22.984566363313522
0.6313047949775129                                22.87580822082252
0.6328493205467167                                22.76601186514097
0.6343948118635776                                22.65516183298235
0.6359408412517539                                22.543322278384675
0.6374874196559992                                22.430562089213044
0.639034558608734                                 22.316943135533705
0.6405822702525386                                22.20252289996914
0.6421303465590483                                22.087372560808806
0.6436792423169349                                21.97151206666277
0.6452287507413109                                21.855009118644517
0.6467788862935465                                21.737913840899967
0.6483296639794558                                21.62027527748311
0.6498810993345442                                21.502141456426603
0.6514332084081439                                21.38355501936373
0.6529853698262031                                21.264602963514474
0.6545388761530032                                21.14524011887988
0.6560931072340158                                21.025563750209837
0.6576480809888315                                20.90561944028581
0.6592038157583734                                20.785450627082742
0.6607600355766629                                20.665121798965163
0.6623161604527396                                20.54471952402371
0.6638707909658197                                20.424392416252992
0.6654244385904786                                20.304139713982114
0.6669771196569745                                20.183997458925905
0.6685288506414214                                20.064000231390928
0.6700796481460048                                19.944173536760232
0.6716295760675258                                19.824542011267784
0.6731785568177369                                19.705150366522048
0.6747266544653251                                19.586028111375043
0.6762738858950763                                19.467205423717143
0.6778202679938169                                19.348710221744714
0.6793658176290863                                19.230568572945717
0.6809105516285171                                19.112804942755275
0.6824549567549018                                18.995406684675828
0.6839981094752334                                18.878466977376867
0.6855404966247789                                18.761966236300168
0.6870821347073577                                18.64591451375172
0.6886230401234731                                18.530337812495986
0.6901632291659724                                18.41525791999324
0.691702792363464                                 18.30068819173546
0.6932415970425541                                18.18665648732672
0.6947797335625263                                18.073172429252892
0.6963172178250652                                17.960249846369592
0.6978540656908417                                17.847901091037038
0.6993902930201408                                17.73612974978704
0.7009259157249219                                17.62495053611953
0.7024613038325354                                17.514343876276396
0.7039957654291723                                17.404375324917645
0.7055296711444735                                17.29503094163822
0.7070630378645416                                17.186320233267107
0.708595883003825                                 17.078248874070486
0.7101282246761127                                16.970818466195052
0.7116601225308923                                16.864036145406406
0.7131915154368257                                16.757914974679252
0.7147224656032501                                16.652457687772397
0.7162529963380815                                16.547668341901506
0.7177831330940145                                16.443544097986447
0.7193129039479971                                16.34008363480282
0.7208423401664432                                16.237290743102847
0.7223716394665931                                16.135160422424313
0.723900516281356                                 16.03371734279984
0.7254291784181042                                15.93295156039607
0.7269576775475455                                15.83286249688208
0.728486073062616                                 15.733448284048976
0.7300144335139138                                15.63469917261084
0.7315428379589884                                15.536604843435793
0.7330713798418684                                15.439167277303744
0.7346001670319245                                15.34238435098293
0.736129326896108                                 15.246250804573004
0.7376590101882564                                15.150758789440273
0.7391893965702206                                15.05589800155967
0.7407207015952011                                14.961654991393246
0.7422526156691768                                14.868034266753273
0.7437857636328628                                14.775004233522697
0.7453187854081066                                14.682651730639595
0.746851706332641                                 14.590976215759062
0.7483845540176719                                14.499975544683263
0.7499173587144311                                14.409646481162468
0.7514501537263764                                14.319984626364619
0.7529829492876312                                14.230974654292975
0.754515839464343                                 14.142611299729623
